customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
1218-vkfpe,female,0,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.0,233.55,yes
3627-fhkbk,female,0,no,no,1,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,75.3,75.3,yes
2865-tchjw,female,1,no,no,4,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.2,346.2,yes
1423-bmpbq,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.0,19.0,no
2393-divai,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.0,61.7,no
5192-ebgov,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.7,85.7,yes
4568-knywr,male,0,no,no,52,yes,no,dsl,yes,yes,no,no,yes,no,two year,yes,credit card (automatic),63.25,3342.45,no
8752-imqos,male,0,yes,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.1,85.1,no
0742-lafqk,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,no,yes,two year,yes,electronic check,99.15,7422.1,no
0795-lafgp,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic check,90.4,6668.05,no
0619-olyur,male,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),111.9,8071.05,no
5512-idzei,male,0,yes,yes,46,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,24.9,1174.8,no
0459-spzhj,male,0,yes,yes,63,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),83.5,5435.0,no
0215-bqkgs,male,0,no,no,30,yes,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),84.3,2438.6,no
9244-zvapm,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.6,45.6,no
0719-syfrb,female,0,no,no,12,yes,yes,dsl,yes,no,yes,yes,no,no,month-to-month,yes,mailed check,61.65,713.75,yes
8208-eumte,male,0,no,no,16,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,mailed check,54.85,916.15,no
5172-migpm,male,0,no,no,4,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,no,mailed check,65.55,237.2,no
1710-rcxus,male,0,yes,no,51,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,yes,credit card (automatic),90.35,4614.55,no
0374-fiuca,male,0,yes,no,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),20.4,1414.45,no
5839-suyvz,male,0,no,no,16,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),74.55,1170.5,no
5173-zxxxl,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.95,47.7,no
1096-adrux,female,0,yes,yes,66,yes,yes,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer (automatic),74.25,4859.25,no
2001-mcuuw,male,0,no,no,46,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,electronic check,108.65,4903.2,no
2731-gjrdg,female,0,no,no,32,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),109.55,3608.0,no
4723-begsg,male,0,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),86.65,6094.25,no
6516-nkqbo,male,0,yes,yes,38,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),81.0,3084.9,no
8672-oaupw,male,0,no,yes,51,yes,no,dsl,no,no,no,yes,no,no,one year,no,credit card (automatic),47.85,2356.75,no
8207-dmrvl,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),114.55,8306.05,no
3419-snjjd,female,1,yes,no,65,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),105.25,6786.4,yes
6543-cpzmk,male,0,yes,yes,9,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,29.95,248.95,yes
4765-oxppd,female,0,yes,yes,9,yes,no,dsl,yes,yes,yes,yes,no,no,month-to-month,no,mailed check,65.0,663.05,yes
2804-etqdk,male,0,no,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.55,1357.1,no
6689-vrrtk,female,1,no,no,44,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),109.8,4860.35,no
7138-girsh,male,0,no,no,50,yes,yes,dsl,no,no,yes,yes,no,yes,two year,no,bank transfer (automatic),69.5,3418.2,no
9396-zsfll,female,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,48.85,631.4,no
6464-kexxh,male,0,no,no,8,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),25.25,186.3,no
7134-mjpdy,female,1,no,no,66,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),102.85,6976.75,no
5240-caoyt,female,0,no,no,57,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),87.55,4884.85,no
4059-iiebk,female,0,no,no,7,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),78.55,522.95,no
4881-jvqod,male,1,yes,yes,10,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),34.55,362.6,no
0516-uxrmt,female,0,no,no,62,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,yes,electronic check,92.05,5755.8,no
4851-bqdnx,male,0,yes,yes,40,yes,no,fiber optic,no,no,yes,no,yes,no,one year,yes,electronic check,85.05,3355.65,no
5148-hkfir,female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.7,406.95,no
1009-irmna,female,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.0,137.6,yes
3003-cmduu,female,0,yes,no,25,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,95.15,2395.7,no
5016-iberq,male,0,yes,no,23,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,no,electronic check,84.25,1968.1,no
6797-ucjhz,female,1,yes,no,66,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,credit card (automatic),104.6,6819.45,no
2469-dtsgx,female,1,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,electronic check,111.65,7943.45,no
4554-ygzih,male,1,yes,no,49,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,credit card (automatic),90.05,4547.25,yes
5099-bailx,male,1,yes,yes,43,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),110.75,4687.9,yes
9931-kghoa,female,0,yes,no,46,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),55.0,2473.95,no
1775-kwjkq,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.85,6562.9,no
7665-vigud,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.35,176.3,no
9411-tpqqv,female,0,no,no,40,no,no phone service,dsl,yes,no,no,yes,yes,yes,one year,yes,bank transfer (automatic),54.55,2236.2,no
7207-rmrdb,female,0,yes,yes,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.5,6985.65,yes
7954-mlbun,male,0,no,no,31,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),99.45,3109.9,no
2077-ddhjk,female,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),70.9,4911.35,no
4913-ehyui,male,1,yes,yes,56,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),104.55,5794.65,yes
0195-iescp,male,0,yes,no,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.25,855.3,yes
9574-bosmd,male,0,yes,yes,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.4,1620.2,no
4580-tmhju,female,0,yes,yes,43,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,electronic check,56.15,2499.3,yes
0970-etwge,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.55,89.55,yes
4908-xaxay,female,1,no,no,49,yes,no,fiber optic,no,yes,yes,no,no,yes,one year,yes,bank transfer (automatic),89.85,4287.2,no
8404-vlqfb,female,0,yes,yes,15,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,25.25,394.85,no
1626-ercmm,male,1,yes,no,20,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.55,1899.65,yes
0887-hjgar,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.7,45.7,yes
2391-iplop,male,0,yes,yes,50,yes,yes,dsl,no,no,yes,yes,yes,no,one year,yes,electronic check,69.65,3442.15,no
5644-pdmzc,female,1,no,no,2,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,89.5,161.5,yes
3509-gwqgf,male,1,no,no,24,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),70.0,1732.6,no
9576-anlxo,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.55,222.3,yes
2024-baskd,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,74.6,74.6,yes
5845-bzzib,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.1,655.3,no
1140-ukvzg,female,0,no,no,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,24.8,475.25,no
4160-amjtl,female,1,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.65,164.3,yes
5183-snmjq,male,0,no,no,10,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),95.1,865.1,no
8100-pnjmh,male,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),88.85,6132.7,no
7838-lazfo,male,0,yes,no,45,yes,no,dsl,yes,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),78.8,3597.5,no
4464-jcoln,male,0,yes,yes,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.85,35.9,yes
2085-jvgad,male,0,yes,no,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.35,697.65,no
5650-vduds,female,0,no,no,4,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.25,96.05,yes
8095-wanwk,female,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.25,428.7,no
3030-zkiwl,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,20.05,no
9565-flvcg,male,0,yes,yes,65,yes,yes,dsl,yes,yes,no,no,no,yes,two year,yes,mailed check,69.55,4459.15,no
8755-ogkna,female,0,yes,yes,57,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.5,1167.6,no
2800-veqxm,female,0,no,no,3,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,74.75,238.1,no
7538-gwhml,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.65,145.15,yes
5533-rjftj,male,0,no,no,49,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),30.2,1453.1,no
3859-cvcet,female,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.65,191.05,yes
0214-jhpfw,female,0,yes,no,70,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),57.8,4039.3,no
5642-mhdqt,female,0,yes,yes,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.85,1039.45,no
3088-fvywk,male,0,yes,yes,53,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.55,1336.1,no
3276-hdueg,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,75.05,75.05,yes
9092-gdzko,male,0,no,no,22,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),24.85,493.4,no
0823-hscdj,male,1,no,no,52,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,49.15,2550.9,yes
3729-owrvl,male,1,no,no,65,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,110.35,7246.15,no
2324-aalno,female,0,no,no,48,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),24.55,1203.95,no
0822-gavap,female,0,no,no,2,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,34.7,62.25,yes
5760-ifjoz,male,0,no,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,mailed check,107.95,313.6,no
2826-uwhis,male,0,yes,no,45,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),81.4,3775.85,no
1448-pwkye,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.0,80.0,yes
7501-iwung,female,0,yes,yes,61,yes,no,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),73.8,4616.05,no
4957-treir,male,0,no,no,3,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),64.4,195.65,no
7251-ljbqn,female,1,no,no,40,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),103.75,4188.4,no
8040-mnrtf,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,71.1,71.1,no
1536-hbswp,female,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,49.9,49.9,no
5313-fpxwg,male,0,no,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),24.6,1266.4,no
0067-dkwbl,male,1,no,no,2,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.25,91.1,yes
0946-fkytx,male,0,no,no,52,no,no phone service,dsl,no,yes,no,no,no,no,one year,no,mailed check,30.1,1623.4,no
5076-yvxcm,male,0,no,no,51,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),83.4,4149.45,no
8262-coggb,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.45,20.45,no
6663-jocqo,male,0,yes,yes,31,yes,yes,dsl,yes,yes,no,yes,no,yes,one year,yes,bank transfer (automatic),75.25,2344.5,no
9620-qjrev,male,0,no,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.55,1013.05,no
2276-ydavz,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.1,270.7,yes
2682-kevrp,female,1,no,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.05,417.0,no
2480-jzosn,female,0,yes,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.65,20.65,no
0078-xzmht,male,0,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),85.15,6316.2,no
5896-npfww,male,0,yes,yes,3,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,50.15,168.15,yes
9978-hycin,male,1,yes,yes,47,yes,no,fiber optic,no,yes,no,no,yes,no,one year,yes,bank transfer (automatic),84.95,4018.05,no
8338-qiunr,male,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),66.5,4811.6,no
1525-lnloj,male,0,yes,yes,66,yes,yes,dsl,no,no,yes,no,yes,no,two year,yes,bank transfer (automatic),63.3,4189.7,no
9450-trjuu,male,0,no,no,35,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,83.15,2848.45,no
1766-gknmi,male,0,no,no,29,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.9,2516.2,no
6942-lbfdp,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.55,33.6,no
1456-twcgb,male,0,no,no,4,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,49.25,208.45,no
7133-vbdcg,female,0,no,no,25,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.85,2015.35,yes
7596-zywbb,female,0,no,no,65,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,mailed check,59.6,3739.8,no
8329-utmvm,male,1,no,no,27,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),104.65,2964.0,no
3014-wjksm,male,0,yes,no,29,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),75.3,2263.4,no
3347-yjzze,male,0,yes,yes,29,yes,yes,dsl,no,yes,yes,no,yes,yes,month-to-month,no,credit card (automatic),80.1,2211.8,no
1029-qfben,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.55,19.55,yes
7929-dmbcv,female,0,yes,no,20,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,mailed check,81.0,1683.7,no
9661-jalzv,female,0,no,no,58,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.7,1519.0,no
5433-kyghe,female,0,no,yes,14,yes,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,mailed check,86.0,1164.05,no
